file_path,url_slug,topic,content_type,last_modified,word_count,has_code_blocks,has_next_lesson_links
author/dharmeshm/index.html,/author/dharmeshm/,General,other,2025-06-29T17:00:29.755934+00:00,1795,False,False
aws-athena/advanced-sql-techniques-for-athena-users/index.html,/aws-athena/advanced-sql-techniques-for-athena-users/,AWS Athena,article,2025-06-29T17:01:45.589241+00:00,715,True,False
aws-athena/faq-athena-and-s3-best-practices/index.html,/aws-athena/faq-athena-and-s3-best-practices/,AWS Athena,article,2025-06-29T17:01:45.589580+00:00,733,True,False
aws-athena/faq-common-athena-use-cases-and-limitations/index.html,/aws-athena/faq-common-athena-use-cases-and-limitations/,AWS Athena,article,2025-06-29T17:01:45.586596+00:00,378,False,False
aws-athena/handling-schema-changes-in-athena-tables/index.html,/aws-athena/handling-schema-changes-in-athena-tables/,AWS Athena,article,2025-06-29T17:01:45.586581+00:00,438,False,False
aws-athena/integrating-aws-athena-with-other-aws-services/index.html,/aws-athena/integrating-aws-athena-with-other-aws-services/,AWS Athena,article,2025-06-29T17:01:45.586542+00:00,762,True,False
aws-athena/optimizing-athena-query-performance/index.html,/aws-athena/optimizing-athena-query-performance/,AWS Athena,article,2025-06-29T17:01:45.551564+00:00,422,False,False
aws-athena/querying-unstructured-data-json-and-logs/index.html,/aws-athena/querying-unstructured-data-json-and-logs/,AWS Athena,article,2025-06-29T17:01:45.589217+00:00,456,False,False
aws-athena/resolving-connectivity-issues-with-data-sources/index.html,/aws-athena/resolving-connectivity-issues-with-data-sources/,AWS Athena,article,2025-06-29T17:01:45.586520+00:00,789,True,True
aws-athena/securing-your-aws-athena-environment/index.html,/aws-athena/securing-your-aws-athena-environment/,AWS Athena,article,2025-06-29T17:01:45.586557+00:00,464,False,False
aws-athena/troubleshooting- Glue-data-catalog-integration/index.html,/aws-athena/troubleshooting- Glue-data-catalog-integration/,AWS Athena,article,2025-06-29T17:01:45.589294+00:00,655,False,False
aws-athena/troubleshooting-common-query-errors/index.html,/aws-athena/troubleshooting-common-query-errors/,AWS Athena,article,2025-06-29T17:01:45.586654+00:00,423,False,False
aws-athena/troubleshooting-performance-issues-with-large-datasets/index.html,/aws-athena/troubleshooting-performance-issues-with-large-datasets/,AWS Athena,article,2025-06-29T17:01:45.591187+00:00,406,False,False
aws-athena/understanding-athena-cost-management-techniques/index.html,/aws-athena/understanding-athena-cost-management-techniques/,AWS Athena,article,2025-06-29T17:01:45.586640+00:00,417,False,False
aws-athena/using-ctas-and-views-effectively-in-athena/index.html,/aws-athena/using-ctas-and-views-effectively-in-athena/,AWS Athena,article,2025-06-29T17:01:45.586627+00:00,847,True,True
aws-athena/working-with-partitioned-data-best-practices/index.html,/aws-athena/working-with-partitioned-data-best-practices/,AWS Athena,article,2025-06-29T17:01:45.586611+00:00,454,False,False
aws/design-efficient-datalakes/index.html,/aws/design-efficient-datalakes/,General,article,2025-06-29T17:00:29.755524+00:00,1676,False,False
aws/some-use-cases-for-using-aws-glue/index.html,/aws/some-use-cases-for-using-aws-glue/,General,article,2025-06-29T17:01:13.071626+00:00,734,True,False
category/aws/index.html,/category/aws/,General,category,2025-06-29T17:00:29.755923+00:00,0,False,False
category/cloud/index.html,/category/cloud/,General,category,2025-06-29T17:00:29.755944+00:00,0,False,False
category/data-warehousing/index.html,/category/data-warehousing/,General,category,2025-06-29T17:01:13.132662+00:00,457,True,False
category/interview/index.html,/category/interview/,General,category,2025-06-29T17:00:29.755958+00:00,0,False,False
category/learn/feed/index.html,/category/learn/feed/,General,category,2025-06-29T17:00:29.785839+00:00,4874,True,False
category/learn/full-course/index.html,/category/learn/full-course/,General,category,2025-06-29T17:01:13.132740+00:00,573,True,False
category/learn/index.html,/category/learn/,General,category,2025-06-29T17:00:29.756003+00:00,0,False,False
category/learn/page/28/index.html,/category/learn/page/28/,General,category,2025-06-29T17:00:29.755985+00:00,448,False,False
category/linux/page/2/index.html,/category/linux/page/2/,General,category,2025-06-29T17:00:29.781739+00:00,984,False,False
courses/athena-query-performance/index.html,/courses/athena-query-performance/,Courses,course-lesson,2026-02-13T11:42:01.849131+00:00,163,True,False
courses/databricks-troubleshooting/index.html,/courses/databricks-troubleshooting/,Courses,course-lesson,2026-02-13T11:35:15.897221+00:00,214,True,False
courses/index.html,/courses/,Courses,course-lesson,2026-02-13T11:42:07.347750+00:00,90,False,False
courses/netezza-foundations/index.html,/courses/netezza-foundations/,Courses,course-lesson,2026-02-13T11:42:01.844902+00:00,143,True,False
data-warehousing/active-vs-passive-stages/index.html,/data-warehousing/active-vs-passive-stages/,Data Warehousing,article,2025-06-29T17:01:13.108234+00:00,813,False,False
data-warehousing/aggregator-stage-in-datastage/index.html,/data-warehousing/aggregator-stage-in-datastage/,Data Warehousing,article,2025-06-29T17:01:45.589988+00:00,530,False,False
data-warehousing/change-capture-stage-in-datastage/index.html,/data-warehousing/change-capture-stage-in-datastage/,Data Warehousing,article,2025-06-29T17:01:13.132577+00:00,747,True,False
data-warehousing/combine-data-using-the-funnel-stage/index.html,/data-warehousing/combine-data-using-the-funnel-stage/,Data Warehousing,article,2025-06-29T17:00:29.755994+00:00,894,False,False
data-warehousing/create-jobs/index.html,/data-warehousing/create-jobs/,Data Warehousing,article,2025-06-29T17:01:13.127407+00:00,612,True,False
data-warehousing/data-partitioning-and-collecting-in-datastage/index.html,/data-warehousing/data-partitioning-and-collecting-in-datastage/,Data Warehousing,article,2025-06-29T17:01:45.589415+00:00,437,True,False
data-warehousing/data-transformations/index.html,/data-warehousing/data-transformations/,Data Warehousing,article,2025-06-29T17:00:29.755970+00:00,328,False,False
data-warehousing/datastage-active-vs-passive-stage/index.html,/data-warehousing/datastage-active-vs-passive-stage/,Data Warehousing,article,2025-06-29T17:01:13.132593+00:00,421,True,False
data-warehousing/datastage-cff-stage/index.html,/data-warehousing/datastage-cff-stage/,Data Warehousing,article,2025-06-29T17:01:13.132468+00:00,502,True,False
data-warehousing/datastage-configuration-file/index.html,/data-warehousing/datastage-configuration-file/,Data Warehousing,article,2025-06-29T17:01:13.136930+00:00,827,True,False
data-warehousing/datastage-file-stages/index.html,/data-warehousing/datastage-file-stages/,Data Warehousing,article,2025-06-29T17:01:45.589394+00:00,419,True,False
data-warehousing/datastage-important-terms/index.html,/data-warehousing/datastage-important-terms/,Data Warehousing,article,2025-06-29T17:00:29.755901+00:00,540,False,False
data-warehousing/datastage-jobs-sequences-and-containers/index.html,/data-warehousing/datastage-jobs-sequences-and-containers/,Data Warehousing,article,2025-06-29T17:01:45.589313+00:00,595,True,False
data-warehousing/datastage-osh-script/index.html,/data-warehousing/datastage-osh-script/,Data Warehousing,article,2025-06-29T17:01:45.589261+00:00,357,True,False
data-warehousing/datastage-overview/index.html,/data-warehousing/datastage-overview/,Data Warehousing,article,2025-06-29T17:01:13.132565+00:00,886,True,False
data-warehousing/datastage-parallel-processing-2/index.html,/data-warehousing/datastage-parallel-processing-2/,Data Warehousing,article,2025-06-29T17:01:13.132646+00:00,895,True,False
data-warehousing/datastage-parallel-processing/index.html,/data-warehousing/datastage-parallel-processing/,Data Warehousing,article,2025-06-29T17:01:13.132454+00:00,899,True,False
data-warehousing/datastage-triggers/index.html,/data-warehousing/datastage-triggers/,Data Warehousing,article,2025-06-29T17:01:13.132033+00:00,465,True,False
data-warehousing/date-functions-in-datastage/index.html,/data-warehousing/date-functions-in-datastage/,Data Warehousing,article,2025-06-29T17:01:13.132530+00:00,400,True,False
data-warehousing/design-a-data-model-example/index.html,/data-warehousing/design-a-data-model-example/,Data Warehousing,article,2025-06-29T17:01:13.132049+00:00,647,False,False
data-warehousing/different-stages/index.html,/data-warehousing/different-stages/,Data Warehousing,article,2025-06-29T17:01:13.132368+00:00,651,True,False
data-warehousing/etl-tools-in-markets/index.html,/data-warehousing/etl-tools-in-markets/,Data Warehousing,article,2025-06-29T17:01:45.589528+00:00,905,True,False
data-warehousing/etl-vs-elt-must-know-differences/images/1/022218_0954_ETLvsELTMus1.html,/data-warehousing/etl-vs-elt-must-know-differences/images/1/022218_0954_ETLvsELTMus1.html,Data Warehousing,article,2025-06-29T17:00:29.755854+00:00,24,False,False
data-warehousing/etl-vs-elt-must-know-differences/images/1/022218_0954_ETLvsELTMus2.html,/data-warehousing/etl-vs-elt-must-know-differences/images/1/022218_0954_ETLvsELTMus2.html,Data Warehousing,article,2025-06-29T17:00:29.755845+00:00,24,False,False
data-warehousing/etl-vs-elt-must-know-differences/index.html,/data-warehousing/etl-vs-elt-must-know-differences/,Data Warehousing,article,2025-06-29T17:01:13.123172+00:00,487,False,False
data-warehousing/excel-data-in-datastage-unstructured-datastage/index.html,/data-warehousing/excel-data-in-datastage-unstructured-datastage/,Data Warehousing,article,2025-06-29T17:01:13.137115+00:00,1164,True,False
data-warehousing/how-to-check-netezza-versions-history/index.html,/data-warehousing/how-to-check-netezza-versions-history/,Data Warehousing,article,2025-06-29T17:01:13.127335+00:00,554,True,False
data-warehousing/how-to-find-netezza-model-type/index.html,/data-warehousing/how-to-find-netezza-model-type/,Data Warehousing,article,2025-06-29T17:01:13.114749+00:00,752,True,False
data-warehousing/interview-questions/index.html,/data-warehousing/interview-questions/,Data Warehousing,article,2025-06-29T17:01:13.132555+00:00,130,False,False
data-warehousing/introduction-to-datastage-director/index.html,/data-warehousing/introduction-to-datastage-director/,Data Warehousing,article,2025-06-29T17:01:13.132293+00:00,743,True,False
data-warehousing/join-stage-in-datastage/index.html,/data-warehousing/join-stage-in-datastage/,Data Warehousing,article,2025-06-29T17:01:13.132509+00:00,835,True,False
data-warehousing/join-vs-merge-vs-lookup-datastage/index.html,/data-warehousing/join-vs-merge-vs-lookup-datastage/,Data Warehousing,article,2025-06-29T17:01:45.590025+00:00,496,True,False
data-warehousing/lookup-stage-in-datastage/index.html,/data-warehousing/lookup-stage-in-datastage/,Data Warehousing,article,2025-06-29T17:01:45.589501+00:00,432,True,False
data-warehousing/merge-stage-in-datastage/index.html,/data-warehousing/merge-stage-in-datastage/,Data Warehousing,article,2025-06-29T17:01:13.132482+00:00,771,True,False
data-warehousing/null-handling-functions-in-datastage/index.html,/data-warehousing/null-handling-functions-in-datastage/,Data Warehousing,article,2025-06-29T17:00:29.755753+00:00,671,True,False
data-warehousing/number-functions-in-datastage/index.html,/data-warehousing/number-functions-in-datastage/,Data Warehousing,article,2025-06-29T17:01:45.589334+00:00,403,True,False
data-warehousing/olap-terms-and-definitions/index.html,/data-warehousing/olap-terms-and-definitions/,Data Warehousing,article,2025-06-29T17:00:29.755911+00:00,187,False,False
data-warehousing/oltp-vs-olap-whats-the-difference/index.html,/data-warehousing/oltp-vs-olap-whats-the-difference/,Data Warehousing,article,2025-06-29T17:01:13.132496+00:00,476,False,False
data-warehousing/overview-of-aws-glue/index.html,/data-warehousing/overview-of-aws-glue/,Data Warehousing,article,2025-06-29T17:01:45.589548+00:00,130,False,False
data-warehousing/remove-duplicates-stage-in-datastage/index.html,/data-warehousing/remove-duplicates-stage-in-datastage/,Data Warehousing,article,2025-06-29T17:01:45.589450+00:00,441,True,False
data-warehousing/runtime-column-propagation-in-datastage/index.html,/data-warehousing/runtime-column-propagation-in-datastage/,Data Warehousing,article,2025-06-29T17:01:13.132603+00:00,852,False,False
data-warehousing/slowly-changing-dimensions/index.html,/data-warehousing/slowly-changing-dimensions/,Data Warehousing,article,2025-06-29T17:01:13.132020+00:00,534,True,False
data-warehousing/snowflake-interview-questions/index.html,/data-warehousing/snowflake-interview-questions/,Data Warehousing,article,2025-06-29T17:01:45.589375+00:00,494,True,False
data-warehousing/sort-data-using-in-stage-sorts-and-sort-stage/index.html,/data-warehousing/sort-data-using-in-stage-sorts-and-sort-stage/,Data Warehousing,article,2025-06-29T17:01:13.132003+00:00,859,True,False
data-warehousing/surrogate-key-generator-stage-in-datastage/index.html,/data-warehousing/surrogate-key-generator-stage-in-datastage/,Data Warehousing,article,2025-06-29T17:01:45.589482+00:00,491,True,False
data-warehousing/table-definition-and-schemas/index.html,/data-warehousing/table-definition-and-schemas/,Data Warehousing,article,2025-06-29T17:01:13.082978+00:00,648,True,False
data-warehousing/traditional-etl-vs-aws-glue/index.html,/data-warehousing/traditional-etl-vs-aws-glue/,Data Warehousing,article,2025-06-29T17:01:13.132431+00:00,859,True,False
data-warehousing/type-conversion-function-in-datastage/index.html,/data-warehousing/type-conversion-function-in-datastage/,Data Warehousing,article,2025-06-29T17:01:13.132613+00:00,680,True,False
data-warehousing/what-is-a-olap-cube/index.html,/data-warehousing/what-is-a-olap-cube/,Data Warehousing,article,2025-06-29T17:01:45.589432+00:00,492,False,False
data-warehousing/what-is-dimensional-model-in-data-warehouse/index.html,/data-warehousing/what-is-dimensional-model-in-data-warehouse/,Data Warehousing,article,2025-06-29T17:01:13.137285+00:00,405,True,False
data-warehousing/what-is-molap-architecture-advantages-example-tools/index.html,/data-warehousing/what-is-molap-architecture-advantages-example-tools/,Data Warehousing,article,2025-06-29T17:01:45.589358+00:00,460,True,False
databricks/common-errors-in-databricks-sql-and-how-to-solve-them/index.html,/databricks/common-errors-in-databricks-sql-and-how-to-solve-them/,Databricks,article,2025-06-29T17:01:45.588045+00:00,439,False,False
databricks/debugging-databricks-pipelines-and-workflows/index.html,/databricks/debugging-databricks-pipelines-and-workflows/,Databricks,article,2025-06-29T17:01:45.588847+00:00,442,False,False
databricks/faq-databricks-delta-live-tables/index.html,/databricks/faq-databricks-delta-live-tables/,Databricks,article,2025-06-29T17:01:45.586712+00:00,567,True,False
databricks/faq-databricks-security-best-practices/index.html,/databricks/faq-databricks-security-best-practices/,Databricks,article,2025-06-29T17:01:45.589117+00:00,621,True,False
databricks/handling-databricks-notebook-conflicts/index.html,/databricks/handling-databricks-notebook-conflicts/,Databricks,article,2025-06-29T17:01:45.586701+00:00,411,False,False
databricks/handling-large-datasets-and-memory-issues-in-databricks/index.html,/databricks/handling-large-datasets-and-memory-issues-in-databricks/,Databricks,article,2025-06-29T17:01:45.589091+00:00,407,False,False
databricks/managing-databricks-permissions-and-access-control/index.html,/databricks/managing-databricks-permissions-and-access-control/,Databricks,article,2025-06-29T17:01:45.586811+00:00,409,False,False
databricks/optimizing-databricks-job-performance/index.html,/databricks/optimizing-databricks-job-performance/,Databricks,article,2025-06-29T17:01:45.589147+00:00,938,True,False
databricks/resolving-common-databricks-cluster-issues/index.html,/databricks/resolving-common-databricks-cluster-issues/,Databricks,article,2025-06-29T17:01:45.587967+00:00,384,False,False
databricks/troubleshooting-databricks-connect-issues/index.html,/databricks/troubleshooting-databricks-connect-issues/,Databricks,article,2025-06-29T17:01:45.589167+00:00,362,False,False
databricks/troubleshooting-mlflow-integration-in-databricks/index.html,/databricks/troubleshooting-mlflow-integration-in-databricks/,Databricks,article,2025-06-29T17:01:45.589191+00:00,426,True,False
databricks/troubleshooting-spark-ui-for-performance/index.html,/databricks/troubleshooting-spark-ui-for-performance/,Databricks,article,2025-06-29T17:01:45.586846+00:00,437,False,False
databricks/understanding-and-fixing-delta-lake-problems/index.html,/databricks/understanding-and-fixing-delta-lake-problems/,Databricks,article,2025-06-29T17:01:45.589840+00:00,796,True,False
databricks/understanding-databricks-cost-management/index.html,/databricks/understanding-databricks-cost-management/,Databricks,article,2025-06-29T17:01:45.589069+00:00,752,False,False
databricks/working-with-databricks-git-integration-troubleshooting/index.html,/databricks/working-with-databricks-git-integration-troubleshooting/,Databricks,article,2025-06-29T17:01:45.586727+00:00,333,False,False
free-courses/index.html,/free-courses/,General,other,2025-06-29T17:00:29.755681+00:00,18,False,False
free-utilities/aws-cloudformation-validator/index.html,/free-utilities/aws-cloudformation-validator/,Utilities,utility,2025-06-29T17:01:13.078188+00:00,138,True,False
free-utilities/convert-html-to-md/index.html,/free-utilities/convert-html-to-md/,Utilities,utility,2025-06-29T17:01:45.586688+00:00,200,True,False
